Comparing the following files: 
hadleigh_front_s28_v2/,  hadleigh_front_s27_v2/,  

Correlation cuttoff is 1
landmark(s),  hadleigh_front_s28_v2_vs_hadleigh_front_s27_v2,  average
(107, 295),     -0.03335,       -0.03335
(159, 263),     -0.03328,       -0.03328
(24, 386),     -0.03327,       -0.03327
(25, 243),     -0.03324,       -0.03324
(159, 466),     -0.03302,       -0.03302
(55, 380),     -0.03287,       -0.03287
(359, 380),     -0.03283,       -0.03283
(157, 160),     -0.03277,       -0.03277
(159, 257),     -0.03259,       -0.03259
(27, 56),     -0.03252,       -0.03252
(53, 283),     -0.03248,       -0.03248
(133, 362),     -0.03223,       -0.03223
(27, 249),     -0.03205,       -0.03205
(70, 385),     -0.03195,       -0.03195
(30, 283),     -0.03181,       -0.03181
(159, 163),     -0.03159,       -0.03159
(247, 374),     -0.0313,       -0.0313
(160, 256),     -0.03115,       -0.03115
(159, 259),     -0.03109,       -0.03109
(7, 341),     -0.03023,       -0.03023
(7, 414),     -0.03002,       -0.03002
(133, 385),     -0.02988,       -0.02988
(23, 387),     -0.02948,       -0.02948
(124, 260),     -0.02917,       -0.02917
(258, 387),     -0.02898,       -0.02898
(243, 285),     -0.02851,       -0.02851
(173, 259),     -0.0283,       -0.0283
(25, 155),     -0.02823,       -0.02823
(254, 414),     -0.02793,       -0.02793
(252, 256),     -0.02783,       -0.02783
(22, 70),     -0.0277,       -0.0277
(25, 285),     -0.02738,       -0.02738
(155, 276),     -0.02731,       -0.02731
(25, 161),     -0.02728,       -0.02728
(28, 52),     -0.02719,       -0.02719
(283, 414),     -0.02719,       -0.02719
(246, 373),     -0.02705,       -0.02705
(33, 390),     -0.02668,       -0.02668
(286, 339),     -0.0266,       -0.0266
(56, 249),     -0.02601,       -0.02601
(157, 383),     -0.02589,       -0.02589
(158, 359),     -0.02565,       -0.02565
(33, 374),     -0.02559,       -0.02559
(66, 260),     -0.02543,       -0.02543
(46, 341),     -0.02528,       -0.02528
(159, 260),     -0.02514,       -0.02514
(130, 341),     -0.02506,       -0.02506
(7, 466),     -0.02488,       -0.02488
(33, 157),     -0.02453,       -0.02453
(46, 190),     -0.02434,       -0.02434
(53, 381),     -0.02417,       -0.02417
(258, 388),     -0.02389,       -0.02389
(7, 463),     -0.02344,       -0.02344
(144, 386),     -0.02327,       -0.02327
(33, 260),     -0.02319,       -0.02319
(7, 387),     -0.02314,       -0.02314
(28, 161),     -0.02306,       -0.02306
(362, 383),     -0.02273,       -0.02273
(243, 383),     -0.02265,       -0.02265
(30, 256),     -0.02263,       -0.02263
(23, 383),     -0.02207,       -0.02207
(7, 263),     -0.02203,       -0.02203
(63, 249),     -0.02202,       -0.02202
(124, 382),     -0.02174,       -0.02174
(276, 353),     -0.02132,       -0.02132
(295, 388),     -0.02126,       -0.02126
(133, 334),     -0.02121,       -0.02121
(341, 353),     -0.02103,       -0.02103
(161, 249),     -0.021,       -0.021
(30, 65),     -0.0207,       -0.0207
(190, 300),     -0.0207,       -0.0207
(144, 362),     -0.02061,       -0.02061
(193, 467),     -0.01962,       -0.01962
(163, 386),     -0.01954,       -0.01954
(193, 359),     -0.01925,       -0.01925
(252, 374),     -0.01891,       -0.01891
(26, 53),     -0.01882,       -0.01882
(33, 381),     -0.01836,       -0.01836
(124, 414),     -0.01828,       -0.01828
(263, 296),     -0.01808,       -0.01808
(256, 417),     -0.01803,       -0.01803
(156, 414),     -0.018,       -0.018
(157, 387),     -0.01774,       -0.01774
(300, 414),     -0.01772,       -0.01772
(246, 390),     -0.01761,       -0.01761
(28, 276),     -0.01726,       -0.01726
(124, 359),     -0.01707,       -0.01707
(29, 300),     -0.01702,       -0.01702
(7, 388),     -0.01679,       -0.01679
(163, 362),     -0.01629,       -0.01629
(160, 388),     -0.0161,       -0.0161
(33, 286),     -0.01605,       -0.01605
(66, 155),     -0.01603,       -0.01603
(159, 381),     -0.01591,       -0.01591
(107, 161),     -0.01554,       -0.01554
(65, 293),     -0.01521,       -0.01521
(130, 336),     -0.01514,       -0.01514
(35, 388),     -0.01496,       -0.01496
(163, 193),     -0.01493,       -0.01493
(124, 286),     -0.01479,       -0.01479
(30, 282),     -0.01472,       -0.01472
(124, 390),     -0.01471,       -0.01471
(296, 467),     -0.01454,       -0.01454
(52, 296),     -0.01453,       -0.01453
(112, 383),     -0.01446,       -0.01446
(56, 160),     -0.01426,       -0.01426
(161, 374),     -0.014,       -0.014
(159, 467),     -0.01397,       -0.01397
(28, 190),     -0.01389,       -0.01389
(153, 383),     -0.01384,       -0.01384
(156, 190),     -0.01338,       -0.01338
(161, 252),     -0.01334,       -0.01334
(154, 157),     -0.01319,       -0.01319
(70, 384),     -0.01312,       -0.01312
(133, 296),     -0.013,       -0.013
(55, 253),     -0.01276,       -0.01276
(160, 263),     -0.01245,       -0.01245
(22, 161),     -0.01202,       -0.01202
(161, 359),     -0.01199,       -0.01199
(249, 339),     -0.01196,       -0.01196
(160, 466),     -0.0118,       -0.0118
(7, 193),     -0.01093,       -0.01093
(29, 295),     -0.01073,       -0.01073
(160, 380),     -0.01052,       -0.01052
(25, 160),     -0.00999,       -0.00999
(105, 467),     -0.00969,       -0.00969
(65, 283),     -0.00948,       -0.00948
(293, 362),     -0.0094,       -0.0094
(65, 249),     -0.00938,       -0.00938
(285, 296),     -0.00894,       -0.00894
(65, 381),     -0.00884,       -0.00884
(253, 384),     -0.00872,       -0.00872
(255, 466),     -0.00853,       -0.00853
(7, 260),     -0.00848,       -0.00848
(63, 359),     -0.00804,       -0.00804
(30, 380),     -0.0078,       -0.0078
(247, 390),     -0.00771,       -0.00771
(145, 158),     -0.00769,       -0.00769
(23, 380),     -0.00759,       -0.00759
(107, 257),     -0.00749,       -0.00749
(26, 417),     -0.00742,       -0.00742
(107, 173),     -0.00734,       -0.00734
(374, 414),     -0.00715,       -0.00715
(7, 293),     -0.00692,       -0.00692
(52, 247),     -0.0067,       -0.0067
(23, 110),     -0.0063,       -0.0063
(7, 362),     -0.00627,       -0.00627
(145, 153),     -0.00596,       -0.00596
(157, 467),     -0.00551,       -0.00551
(66, 463),     -0.00524,       -0.00524
(130, 249),     -0.00432,       -0.00432
(190, 466),     -0.00418,       -0.00418
(156, 467),     -0.00396,       -0.00396
(23, 381),     -0.00354,       -0.00354
(25, 133),     -0.00342,       -0.00342
(124, 258),     -0.00334,       -0.00334
(158, 260),     -0.00332,       -0.00332
(23, 463),     -0.00326,       -0.00326
(156, 255),     -0.00317,       -0.00317
(260, 398),     -0.00308,       -0.00308
(341, 398),     -0.00271,       -0.00271
(160, 467),     -0.00269,       -0.00269
(156, 381),     -0.00226,       -0.00226
(160, 190),     -0.00216,       -0.00216
(158, 387),     -0.00204,       -0.00204
(133, 283),     -0.0017,       -0.0017
(27, 381),     -0.00143,       -0.00143
(249, 282),     -0.00128,       -0.00128
(130, 160),     -0.00112,       -0.00112
(46, 145),     -0.00091,       -0.00091
(193, 263),     -0.00026,       -0.00026
(46, 285),     -4e-05,       -4e-05
(246, 359),     0.00016,       0.00016
(53, 341),     0.00026,       0.00026
(253, 265),     0.0005,       0.0005
(63, 463),     0.00052,       0.00052
(252, 384),     0.00088,       0.00088
(53, 130),     0.00091,       0.00091
(25, 293),     0.00099,       0.00099
(144, 417),     0.00149,       0.00149
(7, 398),     0.00152,       0.00152
(156, 398),     0.00201,       0.00201
(130, 258),     0.00202,       0.00202
(153, 467),     0.00248,       0.00248
(107, 466),     0.00274,       0.00274
(27, 52),     0.0033,       0.0033
(65, 296),     0.00335,       0.00335
(70, 386),     0.00364,       0.00364
(25, 386),     0.00374,       0.00374
(33, 249),     0.00401,       0.00401
(22, 386),     0.0041,       0.0041
(105, 362),     0.00429,       0.00429
(156, 386),     0.00444,       0.00444
(28, 359),     0.00458,       0.00458
(33, 382),     0.00461,       0.00461
(33, 380),     0.00477,       0.00477
(246, 467),     0.0053,       0.0053
(53, 153),     0.00536,       0.00536
(22, 35),     0.00622,       0.00622
(124, 384),     0.00629,       0.00629
(156, 374),     0.00665,       0.00665
(24, 33),     0.00671,       0.00671
(35, 387),     0.00715,       0.00715
(55, 257),     0.0073,       0.0073
(30, 52),     0.00733,       0.00733
(145, 386),     0.00744,       0.00744
(173, 286),     0.0077,       0.0077
(145, 467),     0.00782,       0.00782
(26, 383),     0.00814,       0.00814
(35, 386),     0.00823,       0.00823
(29, 249),     0.00825,       0.00825
(193, 353),     0.00852,       0.00852
(286, 373),     0.00864,       0.00864
(65, 334),     0.00883,       0.00883
(156, 260),     0.00889,       0.00889
(124, 259),     0.00889,       0.00889
(293, 383),     0.00903,       0.00903
(160, 260),     0.00907,       0.00907
(52, 105),     0.00925,       0.00925
(255, 258),     0.0097,       0.0097
(341, 382),     0.01064,       0.01064
(28, 30),     0.01065,       0.01065
(153, 386),     0.01101,       0.01101
(173, 258),     0.01102,       0.01102
(155, 260),     0.01145,       0.01145
(33, 173),     0.01155,       0.01155
(25, 130),     0.01196,       0.01196
(27, 341),     0.01209,       0.01209
(35, 259),     0.01209,       0.01209
(26, 52),     0.01216,       0.01216
(265, 296),     0.0123,       0.0123
(124, 341),     0.01275,       0.01275
(159, 386),     0.01297,       0.01297
(158, 381),     0.01335,       0.01335
(25, 283),     0.01346,       0.01346
(295, 466),     0.01353,       0.01353
(46, 156),     0.0136,       0.0136
(66, 263),     0.01419,       0.01419
(112, 260),     0.01433,       0.01433
(263, 295),     0.01463,       0.01463
(252, 341),     0.01476,       0.01476
(52, 66),     0.01498,       0.01498
(130, 259),     0.01546,       0.01546
(66, 334),     0.01555,       0.01555
(65, 341),     0.01573,       0.01573
(144, 158),     0.0159,       0.0159
(23, 386),     0.01594,       0.01594
(53, 56),     0.01604,       0.01604
(46, 382),     0.01635,       0.01635
(156, 380),     0.01686,       0.01686
(156, 382),     0.01688,       0.01688
(133, 282),     0.01757,       0.01757
(124, 398),     0.01759,       0.01759
(26, 385),     0.01761,       0.01761
(22, 383),     0.01765,       0.01765
(156, 373),     0.01765,       0.01765
(7, 386),     0.01778,       0.01778
(144, 193),     0.0181,       0.0181
(27, 243),     0.01828,       0.01828
(29, 283),     0.01879,       0.01879
(56, 161),     0.0188,       0.0188
(66, 362),     0.01911,       0.01911
(247, 467),     0.01961,       0.01961
(28, 283),     0.0199,       0.0199
(247, 359),     0.02045,       0.02045
(25, 384),     0.02052,       0.02052
(66, 112),     0.02122,       0.02122
(247, 256),     0.02139,       0.02139
(247, 380),     0.02167,       0.02167
(52, 283),     0.02238,       0.02238
(263, 336),     0.02259,       0.02259
(161, 467),     0.02306,       0.02306
(23, 105),     0.02316,       0.02316
(55, 381),     0.02321,       0.02321
(246, 249),     0.02323,       0.02323
(156, 257),     0.02324,       0.02324
(156, 359),     0.02349,       0.02349
(56, 300),     0.02398,       0.02398
(27, 300),     0.02399,       0.02399
(161, 387),     0.02404,       0.02404
(53, 295),     0.02416,       0.02416
(246, 374),     0.02425,       0.02425
(33, 258),     0.02441,       0.02441
(154, 414),     0.02468,       0.02468
(249, 334),     0.02472,       0.02472
(336, 385),     0.02482,       0.02482
(157, 388),     0.02491,       0.02491
(35, 190),     0.02491,       0.02491
(53, 163),     0.02518,       0.02518
(155, 385),     0.02536,       0.02536
(110, 260),     0.02543,       0.02543
(246, 260),     0.02555,       0.02555
(30, 249),     0.02559,       0.02559
(70, 359),     0.02569,       0.02569
(336, 384),     0.02588,       0.02588
(26, 110),     0.02604,       0.02604
(27, 295),     0.02627,       0.02627
(158, 388),     0.02653,       0.02653
(110, 385),     0.02677,       0.02677
(55, 417),     0.02687,       0.02687
(70, 398),     0.02696,       0.02696
(296, 414),     0.02699,       0.02699
(26, 161),     0.02727,       0.02727
(285, 334),     0.02771,       0.02771
(246, 252),     0.0278,       0.0278
(110, 300),     0.02793,       0.02793
(35, 258),     0.02796,       0.02796
(110, 414),     0.02836,       0.02836
(28, 112),     0.02877,       0.02877
(163, 260),     0.02886,       0.02886
(56, 243),     0.02902,       0.02902
(156, 259),     0.02915,       0.02915
(254, 390),     0.0293,       0.0293
(23, 362),     0.02951,       0.02951
(160, 386),     0.03008,       0.03008
(66, 154),     0.03016,       0.03016
(105, 247),     0.03016,       0.03016
(66, 282),     0.03025,       0.03025
(23, 246),     0.03043,       0.03043
(160, 259),     0.03064,       0.03064
(163, 398),     0.0308,       0.0308
(33, 66),     0.03088,       0.03088
(35, 283),     0.03137,       0.03137
(258, 414),     0.03159,       0.03159
(190, 259),     0.03166,       0.03166
(130, 263),     0.0319,       0.0319
(65, 359),     0.03223,       0.03223
(158, 263),     0.03249,       0.03249
(52, 381),     0.03255,       0.03255
(7, 283),     0.03307,       0.03307
(33, 259),     0.0331,       0.0331
(27, 359),     0.03332,       0.03332
(243, 293),     0.03344,       0.03344
(158, 466),     0.03365,       0.03365
(295, 467),     0.03375,       0.03375
(334, 353),     0.03375,       0.03375
(70, 249),     0.03377,       0.03377
(53, 145),     0.03393,       0.03393
(163, 276),     0.03431,       0.03431
(190, 263),     0.03438,       0.03438
(110, 112),     0.03444,       0.03444
(29, 33),     0.03507,       0.03507
(22, 52),     0.03526,       0.03526
(46, 66),     0.03526,       0.03526
(63, 362),     0.03562,       0.03562
(63, 282),     0.03605,       0.03605
(130, 384),     0.03627,       0.03627
(130, 193),     0.03636,       0.03636
(105, 145),     0.03648,       0.03648
(30, 359),     0.03659,       0.03659
(243, 259),     0.03673,       0.03673
(107, 246),     0.03681,       0.03681
(7, 156),     0.03685,       0.03685
(107, 254),     0.0369,       0.0369
(247, 381),     0.03692,       0.03692
(247, 260),     0.03695,       0.03695
(23, 144),     0.03709,       0.03709
(110, 276),     0.03716,       0.03716
(33, 263),     0.03717,       0.03717
(156, 256),     0.03731,       0.03731
(374, 398),     0.03813,       0.03813
(145, 161),     0.03819,       0.03819
(130, 158),     0.0384,       0.0384
(155, 293),     0.03845,       0.03845
(110, 158),     0.03858,       0.03858
(66, 259),     0.03892,       0.03892
(190, 382),     0.03896,       0.03896
(53, 282),     0.03904,       0.03904
(161, 260),     0.03908,       0.03908
(124, 249),     0.03908,       0.03908
(160, 258),     0.03917,       0.03917
(257, 414),     0.03925,       0.03925
(258, 295),     0.03925,       0.03925
(63, 385),     0.0393,       0.0393
(243, 362),     0.03952,       0.03952
(55, 263),     0.04023,       0.04023
(383, 463),     0.0403,       0.0403
(124, 417),     0.04043,       0.04043
(124, 257),     0.04048,       0.04048
(155, 300),     0.04075,       0.04075
(124, 385),     0.04105,       0.04105
(28, 285),     0.04115,       0.04115
(163, 300),     0.04123,       0.04123
(259, 282),     0.04132,       0.04132
(52, 336),     0.0414,       0.0414
(157, 466),     0.0415,       0.0415
(70, 362),     0.0418,       0.0418
(24, 53),     0.04206,       0.04206
(65, 70),     0.0421,       0.0421
(285, 373),     0.04242,       0.04242
(63, 467),     0.04303,       0.04303
(255, 265),     0.04304,       0.04304
(24, 385),     0.04307,       0.04307
(105, 263),     0.04341,       0.04341
(161, 388),     0.04354,       0.04354
(190, 417),     0.04378,       0.04378
(190, 247),     0.04406,       0.04406
(23, 467),     0.04434,       0.04434
(155, 243),     0.04458,       0.04458
(70, 463),     0.04468,       0.04468
(110, 154),     0.04475,       0.04475
(33, 256),     0.04478,       0.04478
(7, 295),     0.04493,       0.04493
(161, 263),     0.04558,       0.04558
(70, 145),     0.046,       0.046
(25, 286),     0.04614,       0.04614
(158, 467),     0.04684,       0.04684
(260, 362),     0.04702,       0.04702
(161, 466),     0.04747,       0.04747
(145, 193),     0.04749,       0.04749
(46, 55),     0.04749,       0.04749
(33, 466),     0.0476,       0.0476
(27, 112),     0.04775,       0.04775
(25, 295),     0.0479,       0.0479
(362, 380),     0.04844,       0.04844
(22, 467),     0.04847,       0.04847
(65, 336),     0.04868,       0.04868
(33, 398),     0.0488,       0.0488
(7, 173),     0.04887,       0.04887
(29, 359),     0.04906,       0.04906
(157, 263),     0.04912,       0.04912
(159, 382),     0.04919,       0.04919
(156, 390),     0.04925,       0.04925
(28, 300),     0.04929,       0.04929
(105, 260),     0.04949,       0.04949
(300, 373),     0.04955,       0.04955
(247, 249),     0.04992,       0.04992
(35, 295),     0.0502,       0.0502
(124, 362),     0.05024,       0.05024
(112, 161),     0.05054,       0.05054
(70, 414),     0.05071,       0.05071
(55, 336),     0.05097,       0.05097
(35, 257),     0.05115,       0.05115
(56, 173),     0.05152,       0.05152
(52, 341),     0.05155,       0.05155
(55, 252),     0.05174,       0.05174
(46, 249),     0.05202,       0.05202
(56, 246),     0.0521,       0.0521
(293, 381),     0.05222,       0.05222
(253, 382),     0.05223,       0.05223
(160, 341),     0.05229,       0.05229
(26, 35),     0.0524,       0.0524
(144, 153),     0.05257,       0.05257
(173, 257),     0.05277,       0.05277
(112, 276),     0.05302,       0.05302
(260, 282),     0.05332,       0.05332
(130, 466),     0.05353,       0.05353
(25, 259),     0.05363,       0.05363
(159, 463),     0.05377,       0.05377
(53, 249),     0.05378,       0.05378
(70, 467),     0.0539,       0.0539
(158, 160),     0.05398,       0.05398
(130, 257),     0.05415,       0.05415
(155, 173),     0.05458,       0.05458
(27, 190),     0.05473,       0.05473
(7, 130),     0.0548,       0.0548
(107, 388),     0.05484,       0.05484
(157, 381),     0.05485,       0.05485
(56, 359),     0.05493,       0.05493
(157, 246),     0.05505,       0.05505
(24, 26),     0.05539,       0.05539
(46, 359),     0.05541,       0.05541
(160, 257),     0.05548,       0.05548
(65, 124),     0.0555,       0.0555
(53, 190),     0.05551,       0.05551
(25, 385),     0.05563,       0.05563
(33, 387),     0.05642,       0.05642
(22, 23),     0.05643,       0.05643
(66, 295),     0.05686,       0.05686
(26, 66),     0.05714,       0.05714
(156, 362),     0.05722,       0.05722
(70, 387),     0.05738,       0.05738
(29, 282),     0.05764,       0.05764
(66, 466),     0.05774,       0.05774
(124, 463),     0.058,       0.058
(133, 336),     0.05819,       0.05819
(260, 341),     0.05842,       0.05842
(66, 398),     0.05846,       0.05846
(359, 374),     0.05857,       0.05857
(30, 467),     0.0586,       0.0586
(66, 156),     0.0587,       0.0587
(163, 385),     0.05873,       0.05873
(56, 382),     0.05902,       0.05902
(259, 383),     0.05909,       0.05909
(63, 386),     0.05913,       0.05913
(144, 385),     0.05936,       0.05936
(46, 153),     0.05936,       0.05936
(380, 467),     0.05972,       0.05972
(52, 112),     0.05975,       0.05975
(66, 193),     0.05979,       0.05979
(105, 282),     0.06016,       0.06016
(25, 282),     0.06057,       0.06057
(157, 341),     0.06063,       0.06063
(28, 382),     0.06063,       0.06063
(27, 283),     0.06076,       0.06076
(160, 381),     0.06082,       0.06082
(46, 467),     0.06082,       0.06082
(28, 133),     0.06084,       0.06084
(158, 163),     0.06095,       0.06095
(52, 249),     0.06131,       0.06131
(173, 463),     0.06151,       0.06151
(65, 133),     0.06155,       0.06155
(249, 417),     0.06174,       0.06174
(154, 285),     0.06196,       0.06196
(33, 388),     0.06213,       0.06213
(246, 258),     0.06214,       0.06214
(63, 107),     0.06234,       0.06234
(341, 417),     0.0624,       0.0624
(246, 387),     0.06247,       0.06247
(105, 385),     0.0631,       0.0631
(63, 384),     0.06312,       0.06312
(55, 155),     0.06321,       0.06321
(29, 381),     0.0633,       0.0633
(286, 387),     0.06335,       0.06335
(66, 414),     0.06336,       0.06336
(243, 300),     0.06429,       0.06429
(105, 398),     0.06466,       0.06466
(154, 276),     0.06478,       0.06478
(107, 374),     0.06478,       0.06478
(246, 259),     0.06513,       0.06513
(249, 336),     0.06532,       0.06532
(35, 282),     0.06536,       0.06536
(63, 336),     0.06568,       0.06568
(133, 259),     0.06571,       0.06571
(65, 130),     0.06575,       0.06575
(382, 398),     0.06607,       0.06607
(66, 247),     0.06612,       0.06612
(53, 112),     0.06629,       0.06629
(107, 334),     0.06676,       0.06676
(30, 381),     0.0669,       0.0669
(339, 373),     0.06735,       0.06735
(55, 283),     0.06741,       0.06741
(145, 417),     0.06816,       0.06816
(33, 257),     0.06857,       0.06857
(7, 105),     0.06864,       0.06864
(7, 334),     0.06888,       0.06888
(380, 382),     0.06894,       0.06894
(28, 107),     0.06909,       0.06909
(25, 156),     0.06938,       0.06938
(193, 256),     0.0694,       0.0694
(30, 260),     0.06941,       0.06941
(27, 30),     0.06956,       0.06956
(161, 259),     0.06982,       0.06982
(382, 383),     0.07033,       0.07033
(156, 387),     0.07047,       0.07047
(63, 398),     0.0706,       0.0706
(247, 417),     0.07064,       0.07064
(263, 285),     0.07096,       0.07096
(7, 159),     0.07099,       0.07099
(253, 381),     0.07114,       0.07114
(65, 382),     0.07123,       0.07123
(52, 156),     0.07134,       0.07134
(124, 386),     0.07149,       0.07149
(7, 282),     0.07153,       0.07153
(53, 144),     0.07162,       0.07162
(246, 263),     0.07166,       0.07166
(46, 260),     0.07181,       0.07181
(55, 466),     0.07212,       0.07212
(66, 385),     0.07218,       0.07218
(35, 157),     0.07256,       0.07256
(286, 414),     0.07321,       0.07321
(163, 414),     0.07335,       0.07335
(33, 362),     0.07357,       0.07357
(388, 417),     0.07357,       0.07357
(105, 296),     0.0739,       0.0739
(7, 259),     0.07398,       0.07398
(55, 382),     0.07439,       0.07439
(258, 463),     0.07475,       0.07475
(154, 385),     0.075,       0.075
(70, 286),     0.07543,       0.07543
(156, 341),     0.07569,       0.07569
(144, 260),     0.07576,       0.07576
(255, 336),     0.07579,       0.07579
(246, 286),     0.07593,       0.07593
(260, 382),     0.07599,       0.07599
(53, 382),     0.07601,       0.07601
(286, 398),     0.07606,       0.07606
(285, 300),     0.07643,       0.07643
(247, 259),     0.07681,       0.07681
(259, 463),     0.07698,       0.07698
(285, 398),     0.07704,       0.07704
(256, 341),     0.07714,       0.07714
(25, 159),     0.07717,       0.07717
(414, 463),     0.07749,       0.07749
(246, 466),     0.07806,       0.07806
(107, 417),     0.07812,       0.07812
(155, 161),     0.07835,       0.07835
(112, 285),     0.07888,       0.07888
(255, 283),     0.07896,       0.07896
(52, 153),     0.07908,       0.07908
(29, 467),     0.07957,       0.07957
(130, 387),     0.07963,       0.07963
(105, 386),     0.07963,       0.07963
(246, 388),     0.07967,       0.07967
(22, 157),     0.07991,       0.07991
(105, 466),     0.08016,       0.08016
(55, 296),     0.0808,       0.0808
(154, 260),     0.08126,       0.08126
(243, 295),     0.08137,       0.08137
(157, 386),     0.08139,       0.08139
(33, 463),     0.08145,       0.08145
(253, 362),     0.08146,       0.08146
(155, 295),     0.08162,       0.08162
(130, 388),     0.08168,       0.08168
(105, 384),     0.08172,       0.08172
(55, 256),     0.08212,       0.08212
(66, 384),     0.08227,       0.08227
(161, 258),     0.0828,       0.0828
(156, 249),     0.08282,       0.08282
(63, 295),     0.08302,       0.08302
(30, 66),     0.08304,       0.08304
(55, 300),     0.08348,       0.08348
(35, 293),     0.08354,       0.08354
(52, 190),     0.08358,       0.08358
(286, 463),     0.0836,       0.0836
(265, 282),     0.0836,       0.0836
(26, 153),     0.0837,       0.0837
(63, 387),     0.08379,       0.08379
(7, 55),     0.08381,       0.08381
(66, 296),     0.08392,       0.08392
(29, 260),     0.08394,       0.08394
(65, 467),     0.0843,       0.0843
(27, 467),     0.08444,       0.08444
(63, 263),     0.08444,       0.08444
(28, 55),     0.08449,       0.08449
(190, 246),     0.08496,       0.08496
(53, 359),     0.08559,       0.08559
(107, 385),     0.08587,       0.08587
(105, 414),     0.08604,       0.08604
(66, 388),     0.08623,       0.08623
(133, 161),     0.08628,       0.08628
(26, 46),     0.08651,       0.08651
(293, 463),     0.08668,       0.08668
(65, 243),     0.08718,       0.08718
(161, 386),     0.0873,       0.0873
(256, 293),     0.08749,       0.08749
(107, 398),     0.08762,       0.08762
(293, 382),     0.08783,       0.08783
(107, 414),     0.08795,       0.08795
(28, 246),     0.08802,       0.08802
(130, 159),     0.0882,       0.0882
(46, 52),     0.08913,       0.08913
(105, 387),     0.08916,       0.08916
(7, 296),     0.08929,       0.08929
(144, 398),     0.08934,       0.08934
(33, 341),     0.0894,       0.0894
(124, 387),     0.0898,       0.0898
(22, 193),     0.08992,       0.08992
(133, 193),     0.08996,       0.08996
(336, 466),     0.08996,       0.08996
(258, 390),     0.0903,       0.0903
(353, 467),     0.09058,       0.09058
(25, 112),     0.09095,       0.09095
(107, 387),     0.09113,       0.09113
(107, 384),     0.0912,       0.0912
(66, 386),     0.09123,       0.09123
(66, 387),     0.0913,       0.0913
(52, 130),     0.09142,       0.09142
(260, 265),     0.09257,       0.09257
(70, 153),     0.09294,       0.09294
(161, 380),     0.09325,       0.09325
(7, 190),     0.09356,       0.09356
(70, 260),     0.09371,       0.09371
(124, 163),     0.09382,       0.09382
(28, 155),     0.09397,       0.09397
(7, 385),     0.09398,       0.09398
(161, 243),     0.0941,       0.0941
(156, 463),     0.09419,       0.09419
(153, 161),     0.09441,       0.09441
(161, 256),     0.09447,       0.09447
(107, 247),     0.09465,       0.09465
(7, 52),     0.09543,       0.09543
(65, 260),     0.09549,       0.09549
(144, 154),     0.09591,       0.09591
(29, 52),     0.09609,       0.09609
(52, 154),     0.09635,       0.09635
(27, 260),     0.09653,       0.09653
(155, 334),     0.09659,       0.09659
(28, 467),     0.09684,       0.09684
(25, 334),     0.09691,       0.09691
(353, 381),     0.09693,       0.09693
(246, 257),     0.09722,       0.09722
(155, 296),     0.09725,       0.09725
(144, 246),     0.09731,       0.09731
(293, 380),     0.09759,       0.09759
(243, 334),     0.09792,       0.09792
(334, 362),     0.09792,       0.09792
(46, 463),     0.09814,       0.09814
(105, 388),     0.09833,       0.09833
(110, 384),     0.09857,       0.09857
(158, 382),     0.09867,       0.09867
(158, 386),     0.09913,       0.09913
(46, 385),     0.09934,       0.09934
(359, 383),     0.09952,       0.09952
(24, 260),     0.09983,       0.09983
(33, 386),     0.09993,       0.09993
(63, 260),     0.09994,       0.09994
(159, 286),     0.09996,       0.09996
(336, 386),     0.10015,       0.10015
(52, 359),     0.10071,       0.10071
(265, 467),     0.10071,       0.10071
(145, 385),     0.10083,       0.10083
(22, 385),     0.10121,       0.10121
(107, 124),     0.10131,       0.10131
(158, 463),     0.10158,       0.10158
(55, 243),     0.1018,       0.1018
(161, 257),     0.10227,       0.10227
(46, 259),     0.10238,       0.10238
(53, 154),     0.10283,       0.10283
(27, 55),     0.10321,       0.10321
(112, 155),     0.10367,       0.10367
(243, 296),     0.10383,       0.10383
(55, 388),     0.10433,       0.10433
(23, 385),     0.10435,       0.10435
(30, 259),     0.10448,       0.10448
(124, 263),     0.10485,       0.10485
(66, 285),     0.10512,       0.10512
(52, 243),     0.10578,       0.10578
(29, 341),     0.10587,       0.10587
(247, 382),     0.10602,       0.10602
(336, 398),     0.10632,       0.10632
(27, 282),     0.10633,       0.10633
(157, 161),     0.10695,       0.10695
(24, 247),     0.10698,       0.10698
(56, 190),     0.107,       0.107
(63, 414),     0.10744,       0.10744
(29, 285),     0.10751,       0.10751
(63, 466),     0.1076,       0.1076
(105, 417),     0.1077,       0.1077
(243, 257),     0.10776,       0.10776
(107, 386),     0.10781,       0.10781
(193, 381),     0.10869,       0.10869
(7, 384),     0.10895,       0.10895
(7, 286),     0.10972,       0.10972
(70, 258),     0.10985,       0.10985
(70, 388),     0.10993,       0.10993
(65, 155),     0.11011,       0.11011
(112, 293),     0.11017,       0.11017
(154, 293),     0.11026,       0.11026
(293, 341),     0.11026,       0.11026
(46, 384),     0.11047,       0.11047
(173, 385),     0.11067,       0.11067
(107, 380),     0.11095,       0.11095
(28, 263),     0.11099,       0.11099
(112, 300),     0.11125,       0.11125
(25, 258),     0.1117,       0.1117
(63, 388),     0.11187,       0.11187
(154, 300),     0.1128,       0.1128
(52, 70),     0.1129,       0.1129
(22, 417),     0.11307,       0.11307
(249, 295),     0.11334,       0.11334
(246, 380),     0.11339,       0.11339
(65, 112),     0.11353,       0.11353
(70, 285),     0.11374,       0.11374
